Location ID,Number of Responses,Average Value
889f953e-0134-4e1a-8e5f-13dd2a1dc58b,41,9.40159973685148
7c6c41a7-bd53-4b1e-a760-5da0c3861993,42,9.119924922545945
1393ce67-a0f0-4bc2-9836-0f94b1061bcd,48,11.84833673998655
44522648-2119-4614-83a0-37fa5435635e,43,11.986809050748535
d70bcbcf-8eeb-4a66-aa38-ba7db4eddd21,43,12.667431164461256
a01969fe-7b49-4f8c-ad26-2173431ecd67,40,12.253453597812491
0fe1286b-daeb-4b01-a709-fcd5385c0bed,42,6.784438411639397
c57e3d6d-b69b-4767-83cc-c6a6e24bf059,37,11.173637947398461
ded2230b-3833-4665-add9-8512710fa904,42,11.85973926245426
21a786bd-5925-40ae-a62d-0c634eae6277,40,4.74781938434816
d75b0d66-5638-4b9f-bc9c-ea51091170ad,39,9.848219139749801
d1eb2bf8-705f-4891-8b6c-21e167383dbd,46,7.615664945541861
c3fdaa5b-6287-4d2b-b842-1d49d8bba4f0,46,10.696409211438354
326d6774-57cf-4c29-802a-e398fc079a88,43,12.849902987904574
e483abb4-ef6a-4e28-acb6-dd30d806d200,41,8.651901206510631
5f168901-38b4-4437-b8de-b11471291a51,38,5.574095694668087
8061de0f-8fdd-4da9-8271-d07136a8ce82,37,6.02459833152345
f1bcb166-38d1-4b74-ac69-2881010308fa,40,10.071736561536591
ccb1015a-3a8c-455f-a9f6-80d08ca381c8,44,11.129087604914988
8eeb70b3-5c6d-4c86-9374-bc0ceba4e252,41,8.866291419459865
7993227a-9494-4a73-914f-4e184ac75b42,39,9.820738089726495
01124b59-50ce-47cf-b3fa-961683d36227,42,7.942669311799193
68c1b616-bd5f-4713-9517-55dafed990c6,40,12.258183506030509
06c6baac-4dce-4d0a-9190-8f0307f88e77,37,6.633930525153031
e72670ff-d37f-4b00-95ed-ab61ac8e3a16,37,11.892240961846236
324f18c6-bf80-48c5-9304-150a03675522,38,11.498033090196072
c047b856-ed11-4426-8a2d-e26531d1c012,42,11.481043785619258
dbf338af-d58e-4bf2-9e19-fea6a259b44c,41,5.972309619550104
9ef441c3-dc42-4499-8f28-0405391900bd,41,5.732175242293681
e962f1cd-a0e7-43af-a873-330165ecec17,41,10.4232968495536
f43b72c7-18fa-4362-878d-a5dfd0c01652,43,8.86396368004285
2e0ba685-b066-47df-8ad8-4d7aac5c5596,38,8.114853288406833
1a8fda23-be28-4971-ba21-8faee952f028,41,8.916818649524654
315ff17a-259f-4cea-86e0-d5f03c85bc4d,42,7.05018368224383
1e43fd0b-4ed4-4c08-92d8-80cfae8daee8,43,5.1354589799451675
cd163fcf-5ba0-4796-a794-fd1a6323353b,41,6.903012689056681
1384c0dc-1850-4a9e-a654-7d188717a82a,42,9.558157791476233
16ce2043-0a5d-4640-90ae-787b65002a5c,42,7.286932166087499
2c27af38-1e53-4491-906f-d6ca14264118,39,11.481916461315253
d11969a0-e621-41c1-8583-f349416c730b,41,12.631201958064292
2cedd5a7-8f06-44ad-ba43-9d692db6c8af,41,5.61287185593209
29543721-2021-49f5-93ff-8b6ae24a7c32,42,6.488050051688746
a10721cb-d43c-4f82-bad9-b56b1185f6fc,43,6.987060989946306
ee581881-5728-4e2c-8483-ae8c0d9ccf1a,44,12.873247111630986
a972c261-9149-42d1-9f89-2b000fb0eb67,40,7.133563829626138
526bd1cc-0a39-4fdc-a131-87071903f4d6,42,10.542570030927804
040002ad-e7f5-4e33-ae1d-e0fcf6673a29,39,7.829216373046107
898d56a9-a2cb-44bc-b964-d0ec4fcb8ad2,44,5.791698788616665
aab2f369-fdfb-472c-b12a-d7d93c698cbe,38,9.112848377153753
afbd97dc-df55-4402-8335-7c3c2a8563bd,40,8.393208894204506
fe88b02e-258c-468c-9334-4f483062f628,40,12.861822113364534
a78c0a3b-92d6-4c12-bc66-21d9cd38021f,42,10.956096825271475
bf511ffd-c08e-498c-bea1-df11e4e63912,41,5.945315921568295
0c3bd590-f7b3-4ee0-adff-f04b32c99a20,39,7.555334489257202
718e620f-e439-48e2-b13b-5496d50fb648,42,7.680888914344518
2db345a2-11b7-4a84-9162-6ad9ef07bb96,41,10.445904615074513
981d5ccb-27dc-44d6-8995-406e7dec0dc5,44,9.271968103783435
92a945c0-855c-4a73-b9d2-e6b98d818aee,37,4.7584542621665795
dea09311-9526-4205-a9e1-6061eb75b7ba,37,10.858701464287536
96ad8658-3ffa-447b-9039-8cf734b1cfcd,36,12.386652947759886
e7e910e1-162c-48d9-bd8b-2e4063f9cc68,42,11.800820640068101
f5ec61cc-baf6-4e8d-98b2-127baf48d1b8,40,12.378987654114578
42f28664-e543-450e-86bf-812e5753a40c,38,10.30890134656023
65532321-d2e7-49a6-a8ca-bc807fbad8cc,42,8.714014237713672
3f333d42-49ec-436a-808f-59ee55220063,43,6.278245873714579
bf13ddd4-195b-4cc1-abc2-11eb1c4afb49,44,4.201321530001862
2a0d4827-222f-41da-a5e2-82c14bafc92e,42,5.488739526367637
981062f5-6fa9-410e-a85d-dac47e5d35e7,43,7.665669804153129
a0cbea57-a78c-4a87-9e8f-55954b49eab5,44,11.7080480246523
4f59ef8a-e30c-45d3-9f87-cd5423f2b4a6,43,10.676374118341915
808cfbb7-7771-43fd-a0e3-d5ba7a7d91fb,39,8.187826582944819
92f5cd92-b98b-4143-8e69-21bee7fd04de,44,6.316029899080077
5326ef70-be7c-4a3b-9448-0238a6044e08,42,9.594417417803601
36c6ce82-53d7-4442-9268-c288f952fa00,38,7.096014146222363
50fa1deb-9118-41c6-8614-fe850197e0d5,43,12.196392821857525
